"Statistic Label","Year","Sex","NACE Rev 2 Economic Sector","UNIT","VALUE"
"Median Weekly Earnings","2014","Male","All NACE economic sectors","Euro","587.52"
"Median Weekly Earnings","2014","Male","Construction (F)","Euro","574.76"
"Median Weekly Earnings","2014","Male","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","476"
"Median Weekly Earnings","2014","Male","Transportation and storage (H)","Euro","606.34"
"Median Weekly Earnings","2014","Male","Accommodation and food service activities (I)","Euro","329.06"
"Median Weekly Earnings","2014","Male","Information and communication (J)","Euro","982.72"
"Median Weekly Earnings","2014","Male","Professional, scientific and technical activities (M)","Euro","710.27"
"Median Weekly Earnings","2014","Male","Administrative and support service activities (N)","Euro","458.26"
"Median Weekly Earnings","2014","Male","Public administration and defence; compulsory social security (O)","Euro","896.18"
"Median Weekly Earnings","2014","Male","Education (P)","Euro","775.5"
"Median Weekly Earnings","2014","Male","Human health and social work activities (Q)","Euro","568.86"
"Median Weekly Earnings","2014","Male","Industry (B to E)","Euro","689.65"
"Median Weekly Earnings","2014","Male","Financial, insurance and real estate activities (K,L)","Euro","890.48"
"Median Weekly Earnings","2014","Male","Arts, entertainment, recreation and other service activities (R,S)","Euro","382.67"
"Median Weekly Earnings","2014","Female","All NACE economic sectors","Euro","469.85"
"Median Weekly Earnings","2014","Female","Construction (F)","Euro","374"
"Median Weekly Earnings","2014","Female","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","334.19"
"Median Weekly Earnings","2014","Female","Transportation and storage (H)","Euro","519.21"
"Median Weekly Earnings","2014","Female","Accommodation and food service activities (I)","Euro","252.24"
"Median Weekly Earnings","2014","Female","Information and communication (J)","Euro","719.35"
"Median Weekly Earnings","2014","Female","Professional, scientific and technical activities (M)","Euro","526.81"
"Median Weekly Earnings","2014","Female","Administrative and support service activities (N)","Euro","362.45"
"Median Weekly Earnings","2014","Female","Public administration and defence; compulsory social security (O)","Euro","734.02"
"Median Weekly Earnings","2014","Female","Education (P)","Euro","693.52"
"Median Weekly Earnings","2014","Female","Human health and social work activities (Q)","Euro","557.54"
"Median Weekly Earnings","2014","Female","Industry (B to E)","Euro","581.24"
"Median Weekly Earnings","2014","Female","Financial, insurance and real estate activities (K,L)","Euro","668.33"
"Median Weekly Earnings","2014","Female","Arts, entertainment, recreation and other service activities (R,S)","Euro","293.44"
"Median Weekly Earnings","2015","Both sexes","All NACE economic sectors","Euro","533.9"
"Median Weekly Earnings","2015","Both sexes","Construction (F)","Euro","558.9"
"Median Weekly Earnings","2015","Both sexes","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","400.58"
"Median Weekly Earnings","2015","Both sexes","Transportation and storage (H)","Euro","586.6"
"Median Weekly Earnings","2015","Both sexes","Accommodation and food service activities (I)","Euro","291.35"
"Median Weekly Earnings","2015","Both sexes","Information and communication (J)","Euro","891.42"
"Median Weekly Earnings","2015","Both sexes","Professional, scientific and technical activities (M)","Euro","621.43"
"Median Weekly Earnings","2015","Both sexes","Administrative and support service activities (N)","Euro","431.73"
"Median Weekly Earnings","2015","Both sexes","Public administration and defence; compulsory social security (O)","Euro","821.94"
"Median Weekly Earnings","2015","Both sexes","Education (P)","Euro","714.73"
"Median Weekly Earnings","2015","Both sexes","Human health and social work activities (Q)","Euro","559.17"
"Median Weekly Earnings","2015","Both sexes","Industry (B to E)","Euro","656.67"
"Median Weekly Earnings","2015","Both sexes","Financial, insurance and real estate activities (K,L)","Euro","750.54"
"Median Weekly Earnings","2015","Both sexes","Arts, entertainment, recreation and other service activities (R,S)","Euro","328.96"
"Median Weekly Earnings","2015","Male","All NACE economic sectors","Euro","590.25"
"Median Weekly Earnings","2015","Male","Construction (F)","Euro","578.37"
"Median Weekly Earnings","2015","Male","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","485.04"
"Median Weekly Earnings","2015","Male","Transportation and storage (H)","Euro","608.68"
"Median Weekly Earnings","2015","Male","Accommodation and food service activities (I)","Euro","332.74"
"Median Weekly Earnings","2015","Male","Information and communication (J)","Euro","991.03"
"Median Weekly Earnings","2015","Male","Professional, scientific and technical activities (M)","Euro","725.99"
"Median Weekly Earnings","2015","Male","Administrative and support service activities (N)","Euro","467.13"
"Median Weekly Earnings","2015","Male","Public administration and defence; compulsory social security (O)","Euro","887.73"
"Median Weekly Earnings","2015","Male","Education (P)","Euro","762.81"
"Median Weekly Earnings","2015","Male","Human health and social work activities (Q)","Euro","568.41"
"Median Weekly Earnings","2015","Male","Industry (B to E)","Euro","689.04"
"Median Weekly Earnings","2015","Male","Financial, insurance and real estate activities (K,L)","Euro","891.4"
"Median Weekly Earnings","2015","Male","Arts, entertainment, recreation and other service activities (R,S)","Euro","383.89"
"Median Weekly Earnings","2015","Female","All NACE economic sectors","Euro","473.55"
"Median Weekly Earnings","2015","Female","Construction (F)","Euro","382.69"
"Median Weekly Earnings","2015","Female","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","338.42"
"Median Weekly Earnings","2015","Female","Transportation and storage (H)","Euro","522.5"
"Median Weekly Earnings","2015","Female","Accommodation and food service activities (I)","Euro","255.33"
"Median Weekly Earnings","2015","Female","Information and communication (J)","Euro","726.32"
"Median Weekly Earnings","2015","Female","Professional, scientific and technical activities (M)","Euro","547.57"
"Median Weekly Earnings","2015","Female","Administrative and support service activities (N)","Euro","371.04"
"Median Weekly Earnings","2015","Female","Public administration and defence; compulsory social security (O)","Euro","741.6"
"Median Weekly Earnings","2015","Female","Education (P)","Euro","700.73"
"Median Weekly Earnings","2015","Female","Human health and social work activities (Q)","Euro","557.43"
"Median Weekly Earnings","2015","Female","Industry (B to E)","Euro","578.25"
"Median Weekly Earnings","2015","Female","Financial, insurance and real estate activities (K,L)","Euro","671.6"
"Median Weekly Earnings","2015","Female","Arts, entertainment, recreation and other service activities (R,S)","Euro","295.35"
"Median Weekly Earnings","2016","Both sexes","All NACE economic sectors","Euro","543.04"
"Median Weekly Earnings","2016","Both sexes","Construction (F)","Euro","573.12"
"Median Weekly Earnings","2016","Both sexes","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","412.98"
"Median Weekly Earnings","2016","Both sexes","Transportation and storage (H)","Euro","590.88"
"Median Weekly Earnings","2016","Both sexes","Accommodation and food service activities (I)","Euro","301.8"
"Median Weekly Earnings","2016","Both sexes","Information and communication (J)","Euro","910.27"
"Median Weekly Earnings","2016","Both sexes","Professional, scientific and technical activities (M)","Euro","648.54"
"Median Weekly Earnings","2016","Both sexes","Administrative and support service activities (N)","Euro","451.94"
"Median Weekly Earnings","2016","Both sexes","Public administration and defence; compulsory social security (O)","Euro","812.32"
"Median Weekly Earnings","2016","Both sexes","Education (P)","Euro","688.35"
"Median Weekly Earnings","2016","Both sexes","Human health and social work activities (Q)","Euro","567.92"
"Median Weekly Earnings","2016","Both sexes","Industry (B to E)","Euro","667.98"
"Median Weekly Earnings","2016","Both sexes","Financial, insurance and real estate activities (K,L)","Euro","755.06"
"Median Weekly Earnings","2016","Both sexes","Arts, entertainment, recreation and other service activities (R,S)","Euro","336.49"
"Median Weekly Earnings","2016","Male","All NACE economic sectors","Euro","599.92"
"Median Weekly Earnings","2016","Male","Construction (F)","Euro","590.18"
"Median Weekly Earnings","2016","Male","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","496.77"
"Median Weekly Earnings","2016","Male","Transportation and storage (H)","Euro","610.12"
"Median Weekly Earnings","2016","Male","Accommodation and food service activities (I)","Euro","345.84"
"Median Weekly Earnings","2016","Male","Information and communication (J)","Euro","1014.64"
"Median Weekly Earnings","2016","Male","Professional, scientific and technical activities (M)","Euro","753.25"
"Median Weekly Earnings","2016","Male","Administrative and support service activities (N)","Euro","488.23"
"Median Weekly Earnings","2016","Male","Public administration and defence; compulsory social security (O)","Euro","874.19"
"Median Weekly Earnings","2016","Male","Education (P)","Euro","746.09"
"Median Weekly Earnings","2016","Male","Human health and social work activities (Q)","Euro","590.25"
"Median Weekly Earnings","2016","Male","Industry (B to E)","Euro","700.54"
"Median Weekly Earnings","2016","Male","Financial, insurance and real estate activities (K,L)","Euro","896.06"
"Median Weekly Earnings","2016","Male","Arts, entertainment, recreation and other service activities (R,S)","Euro","393.99"
"Median Weekly Earnings","2016","Female","All NACE economic sectors","Euro","479.88"
"Median Weekly Earnings","2016","Female","Construction (F)","Euro","394.71"
"Median Weekly Earnings","2016","Female","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","347.73"
"Median Weekly Earnings","2016","Female","Transportation and storage (H)","Euro","532.44"
"Median Weekly Earnings","2016","Female","Accommodation and food service activities (I)","Euro","265.35"
"Median Weekly Earnings","2016","Female","Information and communication (J)","Euro","745.55"
"Median Weekly Earnings","2016","Female","Professional, scientific and technical activities (M)","Euro","567.63"
"Median Weekly Earnings","2016","Female","Administrative and support service activities (N)","Euro","387.21"
"Median Weekly Earnings","2016","Female","Public administration and defence; compulsory social security (O)","Euro","734.89"
"Median Weekly Earnings","2016","Female","Education (P)","Euro","678.52"
"Median Weekly Earnings","2016","Female","Human health and social work activities (Q)","Euro","562.67"
"Median Weekly Earnings","2016","Female","Industry (B to E)","Euro","589.63"
"Median Weekly Earnings","2016","Female","Financial, insurance and real estate activities (K,L)","Euro","673.08"
"Median Weekly Earnings","2016","Female","Arts, entertainment, recreation and other service activities (R,S)","Euro","303.89"
"Median Weekly Earnings","2017","Both sexes","All NACE economic sectors","Euro","556.61"
"Median Weekly Earnings","2017","Both sexes","Construction (F)","Euro","592.88"
"Median Weekly Earnings","2017","Both sexes","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","421.83"
"Median Weekly Earnings","2017","Both sexes","Transportation and storage (H)","Euro","597.94"
"Median Weekly Earnings","2017","Both sexes","Accommodation and food service activities (I)","Euro","306.74"
"Median Weekly Earnings","2017","Both sexes","Information and communication (J)","Euro","948.46"
"Median Weekly Earnings","2017","Both sexes","Professional, scientific and technical activities (M)","Euro","667.96"
"Median Weekly Earnings","2017","Both sexes","Administrative and support service activities (N)","Euro","464.29"
"Median Weekly Earnings","2017","Both sexes","Public administration and defence; compulsory social security (O)","Euro","822.23"
"Median Weekly Earnings","2017","Both sexes","Education (P)","Euro","714.07"
"Median Weekly Earnings","2017","Both sexes","Human health and social work activities (Q)","Euro","583.33"
"Median Weekly Earnings","2017","Both sexes","Industry (B to E)","Euro","678.13"
"Median Weekly Earnings","2017","Both sexes","Financial, insurance and real estate activities (K,L)","Euro","775.88"
"Median Weekly Earnings","2017","Both sexes","Arts, entertainment, recreation and other service activities (R,S)","Euro","343.04"
"Median Weekly Earnings","2017","Male","All NACE economic sectors","Euro","615.37"
"Median Weekly Earnings","2017","Male","Construction (F)","Euro","606.47"
"Median Weekly Earnings","2017","Male","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","507"
"Median Weekly Earnings","2017","Male","Transportation and storage (H)","Euro","618.4"
"Median Weekly Earnings","2017","Male","Accommodation and food service activities (I)","Euro","350.66"
"Median Weekly Earnings","2017","Male","Information and communication (J)","Euro","1053.89"
"Median Weekly Earnings","2017","Male","Professional, scientific and technical activities (M)","Euro","771.2"
"Median Weekly Earnings","2017","Male","Administrative and support service activities (N)","Euro","504.25"
"Median Weekly Earnings","2017","Male","Public administration and defence; compulsory social security (O)","Euro","884.62"
"Median Weekly Earnings","2017","Male","Education (P)","Euro","757.15"
"Median Weekly Earnings","2017","Male","Human health and social work activities (Q)","Euro","613.65"
"Median Weekly Earnings","2017","Male","Industry (B to E)","Euro","709.75"
"Median Weekly Earnings","2017","Male","Financial, insurance and real estate activities (K,L)","Euro","922.75"
"Median Weekly Earnings","2017","Male","Arts, entertainment, recreation and other service activities (R,S)","Euro","400"
"Median Weekly Earnings","2017","Female","All NACE economic sectors","Euro","488.85"
"Median Weekly Earnings","2017","Female","Construction (F)","Euro","417.94"
"Median Weekly Earnings","2017","Female","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","352.71"
"Median Weekly Earnings","2017","Female","Transportation and storage (H)","Euro","540.02"
"Median Weekly Earnings","2017","Female","Accommodation and food service activities (I)","Euro","270.55"
"Median Weekly Earnings","2017","Female","Information and communication (J)","Euro","774.02"
"Median Weekly Earnings","2017","Female","Professional, scientific and technical activities (M)","Euro","580.38"
"Median Weekly Earnings","2017","Female","Administrative and support service activities (N)","Euro","401.24"
"Median Weekly Earnings","2017","Female","Public administration and defence; compulsory social security (O)","Euro","743.31"
"Median Weekly Earnings","2017","Female","Education (P)","Euro","702.52"
"Median Weekly Earnings","2017","Female","Human health and social work activities (Q)","Euro","574.63"
"Median Weekly Earnings","2017","Female","Industry (B to E)","Euro","602.13"
"Median Weekly Earnings","2017","Female","Financial, insurance and real estate activities (K,L)","Euro","688.92"
"Median Weekly Earnings","2017","Female","Arts, entertainment, recreation and other service activities (R,S)","Euro","308.32"
"Median Weekly Earnings","2018","Both sexes","All NACE economic sectors","Euro","573.35"
"Median Weekly Earnings","2018","Both sexes","Construction (F)","Euro","618.27"
"Median Weekly Earnings","2018","Both sexes","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","431.25"
"Median Weekly Earnings","2018","Both sexes","Transportation and storage (H)","Euro","615.38"
"Median Weekly Earnings","2018","Both sexes","Accommodation and food service activities (I)","Euro","310.24"
"Median Weekly Earnings","2018","Both sexes","Information and communication (J)","Euro","974.56"
"Median Weekly Earnings","2018","Both sexes","Professional, scientific and technical activities (M)","Euro","681.25"
"Median Weekly Earnings","2018","Both sexes","Administrative and support service activities (N)","Euro","482.74"
"Median Weekly Earnings","2018","Both sexes","Public administration and defence; compulsory social security (O)","Euro","824.02"
"Median Weekly Earnings","2018","Both sexes","Education (P)","Euro","737.52"
"Median Weekly Earnings","2018","Both sexes","Human health and social work activities (Q)","Euro","597.93"
"Median Weekly Earnings","2018","Both sexes","Industry (B to E)","Euro","696.54"
"Median Weekly Earnings","2018","Both sexes","Financial, insurance and real estate activities (K,L)","Euro","805.65"
"Median Weekly Earnings","2018","Both sexes","Arts, entertainment, recreation and other service activities (R,S)","Euro","350.1"
"Median Weekly Earnings","2018","Male","All NACE economic sectors","Euro","636.63"
"Median Weekly Earnings","2018","Male","Construction (F)","Euro","639.52"
"Median Weekly Earnings","2018","Male","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","519.82"
"Median Weekly Earnings","2018","Male","Transportation and storage (H)","Euro","635.61"
"Median Weekly Earnings","2018","Male","Accommodation and food service activities (I)","Euro","357.65"
"Median Weekly Earnings","2018","Male","Information and communication (J)","Euro","1084.13"
"Median Weekly Earnings","2018","Male","Professional, scientific and technical activities (M)","Euro","785.65"
"Median Weekly Earnings","2018","Male","Administrative and support service activities (N)","Euro","529.17"
"Median Weekly Earnings","2018","Male","Public administration and defence; compulsory social security (O)","Euro","887.77"
"Median Weekly Earnings","2018","Male","Education (P)","Euro","782.34"
"Median Weekly Earnings","2018","Male","Human health and social work activities (Q)","Euro","637.92"
"Median Weekly Earnings","2018","Male","Industry (B to E)","Euro","728.1"
"Median Weekly Earnings","2018","Male","Financial, insurance and real estate activities (K,L)","Euro","961.54"
"Median Weekly Earnings","2018","Male","Arts, entertainment, recreation and other service activities (R,S)","Euro","408.71"
"Median Weekly Earnings","2018","Female","All NACE economic sectors","Euro","500"
"Median Weekly Earnings","2018","Female","Construction (F)","Euro","435.25"
"Median Weekly Earnings","2018","Female","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","360.15"
"Median Weekly Earnings","2018","Female","Transportation and storage (H)","Euro","557.91"
"Median Weekly Earnings","2018","Female","Accommodation and food service activities (I)","Euro","273.57"
"Median Weekly Earnings","2018","Female","Information and communication (J)","Euro","802.17"
"Median Weekly Earnings","2018","Female","Professional, scientific and technical activities (M)","Euro","596.31"
"Median Weekly Earnings","2018","Female","Administrative and support service activities (N)","Euro","410.12"
"Median Weekly Earnings","2018","Female","Public administration and defence; compulsory social security (O)","Euro","746.11"
"Median Weekly Earnings","2018","Female","Education (P)","Euro","723.62"
"Median Weekly Earnings","2018","Female","Human health and social work activities (Q)","Euro","588.27"
"Median Weekly Earnings","2018","Female","Industry (B to E)","Euro","620.73"
"Median Weekly Earnings","2018","Female","Financial, insurance and real estate activities (K,L)","Euro","706.05"
"Median Weekly Earnings","2018","Female","Arts, entertainment, recreation and other service activities (R,S)","Euro","317.62"
"Median Weekly Earnings","2019","Both sexes","All NACE economic sectors","Euro","598.36"
"Median Weekly Earnings","2019","Both sexes","Construction (F)","Euro","650"
"Median Weekly Earnings","2019","Both sexes","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","452.46"
"Median Weekly Earnings","2019","Both sexes","Transportation and storage (H)","Euro","643.57"
"Median Weekly Earnings","2019","Both sexes","Accommodation and food service activities (I)","Euro","317.62"
"Median Weekly Earnings","2019","Both sexes","Information and communication (J)","Euro","1023.41"
"Median Weekly Earnings","2019","Both sexes","Professional, scientific and technical activities (M)","Euro","725.77"
"Median Weekly Earnings","2019","Both sexes","Administrative and support service activities (N)","Euro","509.59"
"Median Weekly Earnings","2019","Both sexes","Public administration and defence; compulsory social security (O)","Euro","847.69"
"Median Weekly Earnings","2019","Both sexes","Education (P)","Euro","756.58"
"Median Weekly Earnings","2019","Both sexes","Human health and social work activities (Q)","Euro","625.16"
"Median Weekly Earnings","2019","Both sexes","Industry (B to E)","Euro","724"
"Median Weekly Earnings","2019","Both sexes","Financial, insurance and real estate activities (K,L)","Euro","836.47"
"Median Weekly Earnings","2019","Both sexes","Arts, entertainment, recreation and other service activities (R,S)","Euro","364.67"
"Median Weekly Earnings","2019","Male","All NACE economic sectors","Euro","666.22"
"Median Weekly Earnings","2019","Male","Construction (F)","Euro","670.9"
"Median Weekly Earnings","2019","Male","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","543.85"
"Median Weekly Earnings","2019","Male","Transportation and storage (H)","Euro","660"
"Median Weekly Earnings","2019","Male","Accommodation and food service activities (I)","Euro","367.13"
"Median Weekly Earnings","2019","Male","Information and communication (J)","Euro","1134.31"
"Median Weekly Earnings","2019","Male","Professional, scientific and technical activities (M)","Euro","837.62"
"Median Weekly Earnings","2019","Male","Administrative and support service activities (N)","Euro","559.17"
"Median Weekly Earnings","2019","Male","Public administration and defence; compulsory social security (O)","Euro","913.3"
"Median Weekly Earnings","2019","Male","Education (P)","Euro","838.52"
"Median Weekly Earnings","2019","Male","Human health and social work activities (Q)","Euro","669.53"
"Median Weekly Earnings","2019","Male","Industry (B to E)","Euro","756.38"
"Median Weekly Earnings","2019","Male","Financial, insurance and real estate activities (K,L)","Euro","997.37"
"Median Weekly Earnings","2019","Male","Arts, entertainment, recreation and other service activities (R,S)","Euro","426.03"
"Median Weekly Earnings","2019","Female","All NACE economic sectors","Euro","523.1"
"Median Weekly Earnings","2019","Female","Construction (F)","Euro","453.71"
"Median Weekly Earnings","2019","Female","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","375.87"
"Median Weekly Earnings","2019","Female","Transportation and storage (H)","Euro","592.94"
"Median Weekly Earnings","2019","Female","Accommodation and food service activities (I)","Euro","279.31"
"Median Weekly Earnings","2019","Female","Information and communication (J)","Euro","840.31"
"Median Weekly Earnings","2019","Female","Professional, scientific and technical activities (M)","Euro","632.84"
"Median Weekly Earnings","2019","Female","Administrative and support service activities (N)","Euro","435.38"
"Median Weekly Earnings","2019","Female","Public administration and defence; compulsory social security (O)","Euro","772.5"
"Median Weekly Earnings","2019","Female","Education (P)","Euro","742.64"
"Median Weekly Earnings","2019","Female","Human health and social work activities (Q)","Euro","612.98"
"Median Weekly Earnings","2019","Female","Industry (B to E)","Euro","644.17"
"Median Weekly Earnings","2019","Female","Financial, insurance and real estate activities (K,L)","Euro","729.87"
"Median Weekly Earnings","2019","Female","Arts, entertainment, recreation and other service activities (R,S)","Euro","334.5"
"Median Weekly Earnings","2020","Both sexes","All NACE economic sectors","Euro","629.46"
"Median Weekly Earnings","2020","Both sexes","Construction (F)","Euro","657.55"
"Median Weekly Earnings","2020","Both sexes","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","467.1"
"Median Weekly Earnings","2020","Both sexes","Transportation and storage (H)","Euro","631.15"
"Median Weekly Earnings","2020","Both sexes","Accommodation and food service activities (I)","Euro","332.85"
"Median Weekly Earnings","2020","Both sexes","Information and communication (J)","Euro","1081.91"
"Median Weekly Earnings","2020","Both sexes","Professional, scientific and technical activities (M)","Euro","741.79"
"Median Weekly Earnings","2020","Both sexes","Administrative and support service activities (N)","Euro","525.36"
"Median Weekly Earnings","2020","Both sexes","Public administration and defence; compulsory social security (O)","Euro","867.33"
"Median Weekly Earnings","2020","Both sexes","Education (P)","Euro","786.92"
"Median Weekly Earnings","2020","Both sexes","Human health and social work activities (Q)","Euro","653.63"
"Median Weekly Earnings","2020","Both sexes","Industry (B to E)","Euro","735.84"
"Median Weekly Earnings","2020","Both sexes","Financial, insurance and real estate activities (K,L)","Euro","888.35"
"Median Weekly Earnings","2020","Both sexes","Arts, entertainment, recreation and other service activities (R,S)","Euro","386"
"Median Weekly Earnings","2020","Male","All NACE economic sectors","Euro","690.56"
"Median Weekly Earnings","2020","Male","Construction (F)","Euro","678.65"
"Median Weekly Earnings","2020","Male","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","549.88"
"Median Weekly Earnings","2020","Male","Transportation and storage (H)","Euro","657.06"
"Median Weekly Earnings","2020","Male","Accommodation and food service activities (I)","Euro","379.37"
"Median Weekly Earnings","2020","Male","Information and communication (J)","Euro","1186.83"
"Median Weekly Earnings","2020","Male","Professional, scientific and technical activities (M)","Euro","864.7"
"Median Weekly Earnings","2020","Male","Administrative and support service activities (N)","Euro","572.55"
"Median Weekly Earnings","2020","Male","Public administration and defence; compulsory social security (O)","Euro","917.19"
"Median Weekly Earnings","2020","Male","Education (P)","Euro","889.44"
"Median Weekly Earnings","2020","Male","Human health and social work activities (Q)","Euro","702.23"
"Median Weekly Earnings","2020","Male","Industry (B to E)","Euro","762.23"
"Median Weekly Earnings","2020","Male","Financial, insurance and real estate activities (K,L)","Euro","1059.36"
"Median Weekly Earnings","2020","Male","Arts, entertainment, recreation and other service activities (R,S)","Euro","448.73"
"Median Weekly Earnings","2020","Female","All NACE economic sectors","Euro","561.23"
"Median Weekly Earnings","2020","Female","Construction (F)","Euro","477.78"
"Median Weekly Earnings","2020","Female","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","393"
"Median Weekly Earnings","2020","Female","Transportation and storage (H)","Euro","546.09"
"Median Weekly Earnings","2020","Female","Accommodation and food service activities (I)","Euro","296.26"
"Median Weekly Earnings","2020","Female","Information and communication (J)","Euro","903.02"
"Median Weekly Earnings","2020","Female","Professional, scientific and technical activities (M)","Euro","641.92"
"Median Weekly Earnings","2020","Female","Administrative and support service activities (N)","Euro","452.2"
"Median Weekly Earnings","2020","Female","Public administration and defence; compulsory social security (O)","Euro","801.2"
"Median Weekly Earnings","2020","Female","Education (P)","Euro","766.07"
"Median Weekly Earnings","2020","Female","Human health and social work activities (Q)","Euro","639.57"
"Median Weekly Earnings","2020","Female","Industry (B to E)","Euro","668.02"
"Median Weekly Earnings","2020","Female","Financial, insurance and real estate activities (K,L)","Euro","773.32"
"Median Weekly Earnings","2020","Female","Arts, entertainment, recreation and other service activities (R,S)","Euro","355.29"
"Median Weekly Earnings","2021","Both sexes","All NACE economic sectors","Euro","644.55"
"Median Weekly Earnings","2021","Both sexes","Construction (F)","Euro","692.98"
"Median Weekly Earnings","2021","Both sexes","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","479.43"
"Median Weekly Earnings","2021","Both sexes","Transportation and storage (H)","Euro","655.36"
"Median Weekly Earnings","2021","Both sexes","Accommodation and food service activities (I)","Euro","346.13"
"Median Weekly Earnings","2021","Both sexes","Information and communication (J)","Euro","1154.56"
"Median Weekly Earnings","2021","Both sexes","Professional, scientific and technical activities (M)","Euro","775.65"
"Median Weekly Earnings","2021","Both sexes","Administrative and support service activities (N)","Euro","550.06"
"Median Weekly Earnings","2021","Both sexes","Public administration and defence; compulsory social security (O)","Euro","888.54"
"Median Weekly Earnings","2021","Both sexes","Education (P)","Euro","794.33"
"Median Weekly Earnings","2021","Both sexes","Human health and social work activities (Q)","Euro","671.92"
"Median Weekly Earnings","2021","Both sexes","Industry (B to E)","Euro","765.77"
"Median Weekly Earnings","2021","Both sexes","Financial, insurance and real estate activities (K,L)","Euro","915.06"
"Median Weekly Earnings","2021","Both sexes","Arts, entertainment, recreation and other service activities (R,S)","Euro","405.07"
"Median Weekly Earnings","2021","Male","All NACE economic sectors","Euro","711.87"
"Median Weekly Earnings","2021","Male","Construction (F)","Euro","714.47"
"Median Weekly Earnings","2021","Male","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","571.28"
"Median Weekly Earnings","2021","Male","Transportation and storage (H)","Euro","678.9"
"Median Weekly Earnings","2021","Male","Accommodation and food service activities (I)","Euro","401.07"
"Median Weekly Earnings","2021","Male","Information and communication (J)","Euro","1270.67"
"Median Weekly Earnings","2021","Male","Professional, scientific and technical activities (M)","Euro","893.47"
"Median Weekly Earnings","2021","Male","Administrative and support service activities (N)","Euro","600.42"
"Median Weekly Earnings","2021","Male","Public administration and defence; compulsory social security (O)","Euro","934.87"
"Median Weekly Earnings","2021","Male","Education (P)","Euro","901.56"
"Median Weekly Earnings","2021","Male","Human health and social work activities (Q)","Euro","718.44"
"Median Weekly Earnings","2021","Male","Industry (B to E)","Euro","796.17"
"Median Weekly Earnings","2021","Male","Financial, insurance and real estate activities (K,L)","Euro","1094.01"
"Median Weekly Earnings","2021","Male","Arts, entertainment, recreation and other service activities (R,S)","Euro","465.3"
"Median Weekly Earnings","2021","Female","All NACE economic sectors","Euro","570.22"
"Median Weekly Earnings","2021","Female","Construction (F)","Euro","500"
"Median Weekly Earnings","2021","Female","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","399.69"
"Median Weekly Earnings","2021","Female","Transportation and storage (H)","Euro","561.77"
"Median Weekly Earnings","2021","Female","Accommodation and food service activities (I)","Euro","304.34"
"Median Weekly Earnings","2021","Female","Information and communication (J)","Euro","967.64"
"Median Weekly Earnings","2021","Female","Professional, scientific and technical activities (M)","Euro","673.08"
"Median Weekly Earnings","2021","Female","Administrative and support service activities (N)","Euro","475.63"
"Median Weekly Earnings","2021","Female","Public administration and defence; compulsory social security (O)","Euro","829.11"
"Median Weekly Earnings","2021","Female","Education (P)","Euro","777.85"
"Median Weekly Earnings","2021","Female","Human health and social work activities (Q)","Euro","659.38"
"Median Weekly Earnings","2021","Female","Industry (B to E)","Euro","686.87"
"Median Weekly Earnings","2021","Female","Financial, insurance and real estate activities (K,L)","Euro","795.45"
"Median Weekly Earnings","2021","Female","Arts, entertainment, recreation and other service activities (R,S)","Euro","375.75"
"Median Weekly Earnings","2022","Both sexes","All NACE economic sectors","Euro","670.9"
"Median Weekly Earnings","2022","Both sexes","Construction (F)","Euro","714.67"
"Median Weekly Earnings","2022","Both sexes","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","496.55"
"Median Weekly Earnings","2022","Both sexes","Transportation and storage (H)","Euro","697.35"
"Median Weekly Earnings","2022","Both sexes","Accommodation and food service activities (I)","Euro","348.84"
"Median Weekly Earnings","2022","Both sexes","Information and communication (J)","Euro","1272.45"
"Median Weekly Earnings","2022","Both sexes","Professional, scientific and technical activities (M)","Euro","807.69"
"Median Weekly Earnings","2022","Both sexes","Administrative and support service activities (N)","Euro","574.48"
"Median Weekly Earnings","2022","Both sexes","Public administration and defence; compulsory social security (O)","Euro","929.08"
